Iterations	Score	Mean Score	Max Snake Lengths	Nb Turns
188	3245	91	10	59
189	955	96	5	12
190	420	97	4	18
191	425	99	4	17
192	-90	98	3	19
193	0	98	3	1
194	485	100	4	5
195	-20	99	3	5
196	-20	98	3	5
197	460	100	4	10
198	-10	100	3	3
199	0	99	3	1
200	875	103	5	28
201	355	104	4	31
202	485	106	4	5
203	900	110	5	23
204	450	112	4	12
205	-25	111	3	6
206	-30	110	3	7
207	0	110	3	1
208	135	110	4	75
209	385	111	4	25
210	-20	111	3	5
211	465	112	4	9
212	385	113	4	25
213	430	115	4	16
214	330	116	4	36
215	-90	115	3	19
216	-20	114	3	5
217	835	118	5	36
218	420	119	4	18
219	-5	118	3	2
220	-45	118	3	10
221	1825	125	7	40
222	405	127	4	21
223	-15	126	3	4
224	-75	125	3	16
225	1865	133	7	32
226	460	134	4	10
227	2770	146	9	53
228	320	147	4	38
229	0	146	3	1
230	910	149	5	21
231	875	152	5	28
232	-95	151	3	20
233	-40	151	3	9
234	-285	149	3	58
235	475	150	4	7
236	1880	157	7	29
237	-330	155	3	67
238	0	155	3	1
239	0	154	3	1
240	1400	159	6	24
241	0	158	3	1
242	1240	163	6	56
243	705	165	5	62
244	460	166	4	10
245	3930	182	11	23
246	470	183	4	8
247	1880	190	7	29
248	0	189	3	1
249	0	188	3	1
250	445	189	4	13
251	-215	188	3	44
252	-50	187	3	11
253	-15	186	3	4
254	-35	185	3	8
255	450	186	4	12
256	1425	191	6	19
257	-15	190	3	4
258	1220	194	6	60
259	4735	211	13	64
260	-35	210	3	8
261	870	213	5	29
262	-300	211	3	61
263	1410	216	6	22
264	-15	215	3	4
265	-10	214	3	3
266	-35	213	3	8
267	-85	212	3	18
268	485	213	4	5
269	1795	219	7	46
270	1330	223	6	38
271	430	224	4	16
272	1855	230	7	34
273	320	230	4	38
274	-5	229	3	2
275	-80	228	3	17
276	485	229	4	5
277	460	230	4	10
278	-185	228	3	38
279	1475	233	6	9
280	960	235	5	11
281	870	237	5	29
282	-95	236	3	20
283	0	235	3	1
284	-5	235	3	2
285	-315	233	3	64
286	840	235	5	35
287	-5	234	3	2
288	2285	241	8	49
289	1350	245	6	34
290	805	247	5	42
291	-220	245	3	45
292	-310	243	3	63
293	-70	242	3	15
294	240	242	4	54
295	445	243	4	13
296	4710	258	13	69
297	-35	257	3	8
298	-330	255	3	67
299	460	256	4	10
300	-5	255	3	2
301	405	255	4	21
302	-35	254	3	8
303	490	255	4	4
304	-185	254	3	40
305	1800	259	7	45
306	-35	258	3	8
307	370	258	4	28
308	-15	257	3	4
309	420	258	4	18
310	1595	262	7	86
311	390	262	4	24
312	-225	261	3	46
313	1345	264	6	35
314	850	266	6	134
315	-430	264	3	87
316	435	265	4	15
317	310	265	4	40
318	835	266	5	36
319	365	267	4	29
320	410	267	4	20
321	-70	266	3	15
322	490	267	4	4
323	1150	270	6	74
324	-75	269	3	16
325	-45	268	3	10
326	205	267	4	61
327	90	267	4	84
328	915	269	5	20
329	3385	278	11	132
330	-95	277	3	20
331	4800	291	13	51
332	-370	289	3	75
333	1180	291	6	68
334	955	293	5	12
335	1370	297	6	30
336	-20	296	3	5
337	1245	298	6	55
338	-165	297	3	34
339	905	299	5	22
340	2015	304	8	103
341	-35	303	3	8
342	-35	302	3	8
343	-125	301	3	26
344	1635	305	7	78
345	450	305	4	12
346	675	306	5	70
347	430	306	4	16
348	830	308	5	37
349	-75	307	3	16
350	785	308	5	46
351	3195	316	10	69
352	1410	319	6	22
353	-15	319	3	4
354	1785	323	8	149
355	355	323	4	31
356	1360	326	6	32
357	-120	324	3	25
358	0	323	3	1
359	-10	323	3	3
360	1415	326	7	122
361	775	327	5	48
362	-15	326	3	4
363	-315	324	3	64
364	-35	323	3	8
365	1210	326	6	62
366	-95	324	3	20
367	1260	327	6	52
368	130	326	4	76
369	-20	325	3	5
370	400	326	4	22
371	2255	331	8	55
372	2830	338	9	41
373	2975	345	10	113
374	4055	355	12	99
375	-15	354	3	4
376	2670	360	9	73
377	1200	362	6	64
378	1320	364	6	40
379	2120	369	8	82
380	2890	376	11	231
381	770	377	5	49
382	1540	380	7	97
383	-15	379	3	4
384	-825	376	3	166
385	-55	374	3	12
386	1200	377	6	64
387	-45	375	3	10
388	875	377	6	129
389	815	378	5	40
390	6390	393	17	137
391	1355	396	6	33
392	465	396	4	9
393	2850	402	9	37
394	1365	405	6	31
395	-25	403	3	6
396	870	405	5	29
397	-10	404	3	3
398	3675	412	11	74
399	2300	417	8	46
400	455	417	4	11
401	1395	419	6	25
402	425	419	4	17
403	290	419	4	44
404	3610	427	12	188
405	-35	425	3	8
406	970	427	6	110
407	-5	426	3	2
408	585	426	5	86
409	395	426	4	23
410	1080	428	6	88
411	215	427	4	59
412	1425	430	6	19
413	1355	432	6	33
414	-95	431	3	20
415	465	431	4	9
416	-35	429	3	8
417	2325	434	8	41
418	1915	438	8	123
419	1340	440	6	36
420	3025	446	10	103
421	-175	444	3	36
422	410	444	5	121
423	-155	443	3	32
424	2325	447	8	41
425	270	447	4	48
426	455	447	4	11
427	6555	461	18	205
428	190	461	5	165
429	6160	474	17	183
430	2675	479	9	72
431	1335	481	6	37
432	0	480	3	1
433	-70	478	4	116
434	750	479	5	53
435	4350	488	13	141
436	820	489	6	140
437	1390	491	6	26
438	2915	496	12	327
439	3910	504	13	229
440	280	504	4	46
441	385	503	4	25
442	3595	510	12	191
443	1390	512	6	26
444	410	512	4	20
445	3430	519	11	123
446	370	518	4	28
447	-140	517	3	29
448	-250	515	4	152
449	1180	517	6	68
450	855	517	5	32
451	4520	526	14	208
452	825	527	5	38
453	685	527	5	66
454	2270	531	10	254
455	440	531	4	14
456	-60	529	3	13
457	-10	528	3	3
458	6530	541	17	109
459	1915	544	7	22
460	5770	556	17	261
461	1705	558	7	64
462	3985	566	12	113
463	1405	567	6	23
464	195	567	7	366
465	3770	573	14	358
466	955	574	6	113
467	-630	572	4	228
468	-750	569	3	151
469	2820	574	11	245
470	2340	577	8	38
471	2615	582	10	185
472	2065	585	8	93
473	4435	593	13	124
474	4295	601	13	152
475	2825	605	10	143
476	0	604	3	1
477	-130	603	3	27
478	5285	612	16	257
479	1700	615	7	65
480	3220	620	10	64
481	690	620	5	65
482	6285	632	17	158
483	-280	630	3	57
484	820	630	5	39
485	1295	632	6	45
486	710	632	5	61
487	1005	633	6	103
488	1730	635	8	160
489	1825	637	8	141
490	1165	639	6	71
491	5665	649	17	282
492	3950	655	13	221
493	-40	654	3	9
494	300	653	4	42
495	7970	668	22	326
496	4140	675	14	284
497	2185	678	10	271
498	390	677	4	24
499	1795	680	9	248
500	-50	678	3	11
501	3885	685	13	234
502	-25	683	3	6
503	3365	689	11	136
504	-535	686	8	613
505	2160	689	9	175
506	4375	696	13	136
507	2005	699	8	105
508	1365	700	7	132
509	3720	706	12	166
510	2095	709	8	87
511	400	708	4	22
512	6520	720	19	313
513	910	720	5	21
514	2610	724	9	85
515	7255	736	20	267
516	8085	750	22	303
517	2040	753	8	98
518	2175	756	10	273
519	3880	762	13	237
520	795	762	5	44
521	-135	760	3	28
522	1190	761	6	66
523	2525	764	10	203
524	105	763	4	81
525	4925	771	14	127
526	860	771	5	31
527	-140	769	4	130
528	-200	767	3	41
529	0	766	3	1
530	195	765	6	265
531	810	765	5	41
532	2755	769	9	56
533	445	768	4	13
534	2170	771	9	173
535	4550	778	13	101
536	895	778	5	24
537	935	778	5	16
538	465	778	6	211
539	2045	780	8	97
540	355	779	4	31
541	70	778	4	88
542	5090	786	15	195
543	1275	787	6	49
544	1395	788	6	25
545	4020	794	12	106
546	3950	800	12	120
547	6085	809	16	97
548	4545	816	15	304
549	180	815	4	66
550	880	815	8	330
551	835	815	6	137
552	3155	819	10	77
553	295	818	4	43
554	2180	821	8	70
555	-1240	817	3	249
556	1315	818	6	41
557	785	818	5	46
558	2155	820	9	176
559	6455	830	17	124
560	-870	827	3	175
561	2595	831	9	88
562	1425	832	7	120
563	680	831	5	67
564	2135	834	8	79
565	3455	838	11	118
566	2355	841	8	35
567	445	840	4	13
568	440	840	8	418
569	4550	846	13	101
570	3370	850	12	236
571	5625	859	17	290
572	-30	857	3	7
573	6405	867	18	235
574	800	867	5	43
575	4610	873	15	291
576	4290	879	13	153
577	2690	882	9	69
578	695	882	5	64
579	735	882	5	56
580	1280	882	6	48
581	735	882	5	56
582	1195	883	6	65
583	5045	890	15	204
584	2725	893	11	264
585	2655	896	9	76
586	3180	900	11	173
587	-55	898	3	12
588	740	898	5	55
589	335	897	4	35
590	685	897	6	167
591	2760	900	10	156
592	2895	903	10	129
593	-355	901	3	72
594	4950	908	15	223
595	3165	912	10	77
596	3025	915	10	103
597	2870	918	10	134
598	4790	925	14	154
599	605	924	5	82
600	-95	923	3	20
601	-45	921	3	10
602	2490	924	9	109
603	4470	930	13	117
604	6475	939	18	221
605	700	938	5	65
606	4705	945	14	171
607	910	944	6	122
608	1935	946	7	18
609	2850	949	10	138
610	-3035	943	10	1315
611	1440	944	6	16
612	5080	950	14	96
613	2335	953	8	39
614	1615	954	7	82
615	2945	957	10	119
616	2715	960	11	266
617	2665	962	9	74
618	2230	964	8	60
619	2590	967	9	89
620	2125	969	10	283
621	-155	967	3	32
622	135	966	5	176
623	775	966	5	48
624	-660	963	4	234
625	855	963	6	133
626	3595	967	12	191
627	930	967	5	17
628	2605	969	9	86
629	3695	974	12	171
630	325	973	4	37
631	1750	974	7	55
632	1310	975	6	42
633	1965	976	9	214
634	-25	975	3	6
635	3365	978	11	136
636	1920	980	7	21
637	-2395	974	3	480
638	4370	980	13	137
639	2155	982	8	75
640	2285	984	9	150
641	1305	984	6	43
642	830	984	5	37
643	-60	982	3	13
644	5080	989	15	197
645	2865	992	10	135
646	4185	996	13	174
647	4255	1002	13	160
648	5010	1008	15	211
649	340	1007	5	135
650	5970	1014	17	221
651	595	1014	6	185
652	2205	1015	9	166
653	810	1015	5	41
654	3335	1019	11	142
655	5355	1025	16	243
656	-90	1024	3	19
657	1660	1025	7	73
658	1605	1025	9	286
659	3205	1029	11	168
660	2210	1031	8	64
661	4555	1036	13	100
662	1215	1036	6	61
663	1235	1036	6	57
664	400	1035	4	22
665	3310	1039	11	147
666	4310	1044	13	149
667	4575	1049	15	298
668	2240	1051	8	58
669	1545	1052	7	96
670	1155	1052	6	73
671	6110	1059	17	193
672	5025	1065	14	107
673	815	1065	5	40
674	2415	1067	8	23
675	420	1066	4	18
676	360	1065	4	30
677	6450	1073	18	226
678	2375	1075	9	132
679	-390	1072	4	180
680	2305	1074	12	449
681	1815	1075	13	648
682	1365	1076	6	31
683	4390	1081	13	133
684	870	1080	5	29
685	-650	1078	7	535
686	80	1076	6	288
687	6180	1084	17	179
688	775	1083	5	48
689	9600	1096	25	303
690	2780	1098	9	51
691	3630	1102	13	285
692	-2210	1097	3	443
693	1190	1097	8	268
694	825	1097	5	38
695	3430	1100	11	123
696	1580	1101	7	89
697	4065	1105	14	299
698	1270	1105	7	151
699	1725	1106	7	60
700	4965	1112	14	119
701	3440	1115	11	121
702	2450	1117	9	117
703	2980	1120	10	112
704	3285	1123	11	152
705	-25	1121	3	6
706	3220	1124	11	165
707	5180	1130	15	177
708	5210	1135	17	373
709	5300	1141	15	153
710	360	1140	4	30
711	1475	1141	6	9
712	-695	1138	6	443
713	2560	1140	10	196
714	2410	1142	9	125
715	3020	1144	10	106
716	3700	1148	12	170
717	-1525	1144	3	306
718	-110	1143	3	23
719	1445	1143	6	15
720	1750	1144	8	156
721	-60	1142	4	114
722	1350	1142	6	34
723	4170	1147	13	177
724	6615	1154	19	294
725	1380	1154	7	129
726	1790	1155	7	47
727	-75	1154	3	16
728	-230	1152	4	148
729	400	1151	4	22
730	1390	1151	6	26
731	2235	1153	8	59
732	3815	1156	13	248
733	4540	1161	14	204
734	1505	1161	7	104
735	2505	1163	10	207
736	645	1162	5	74
737	2370	1164	9	133
738	800	1163	9	447
739	4230	1168	13	165
740	3690	1171	12	172
741	4095	1175	13	192
742	3170	1178	11	175
743	1190	1178	6	66
744	-90	1176	5	221
745	1605	1177	12	589
746	2995	1179	10	109
747	-250	1177	4	152
748	3840	1181	12	142
749	5480	1186	15	117
750	3495	1189	11	112
751	6110	1196	17	193
752	1130	1196	6	78
753	1710	1197	7	65
754	2285	1198	9	150
755	2785	1200	10	151
756	3615	1203	11	86
757	835	1203	5	36
758	1285	1203	6	47
759	3970	1207	12	116
760	2570	1208	10	194
761	2535	1210	9	100
762	2880	1212	11	233
763	4445	1217	13	122
764	2210	1218	8	64
765	1645	1218	7	76
766	2665	1220	10	175
767	-130	1218	3	27
768	1570	1219	7	91
769	2515	1221	9	104
770	6375	1227	18	241
771	5120	1232	14	88
772	-120	1231	3	25
773	4385	1235	14	235
774	4200	1239	13	171
775	4545	1243	15	306
776	5910	1249	17	235
777	275	1248	5	148
778	3445	1250	11	120
779	1250	1250	6	54
780	1840	1251	8	138
781	3705	1254	12	169
782	980	1254	6	108
783	3595	1257	11	90
784	-2180	1252	3	437
785	1100	1252	7	185
786	1170	1252	6	70
787	-1015	1249	3	204
788	6565	1256	18	205
789	225	1255	4	57
790	5970	1261	16	120
791	-2025	1257	4	507
792	3865	1260	13	238
793	-2030	1256	4	508
794	2930	1258	10	122
795	810	1257	5	41
796	4350	1261	13	141
797	1810	1262	8	144
798	2480	1263	9	111
799	705	1263	5	62
800	3455	1265	12	219
801	3385	1268	11	132
802	5395	1273	16	235
803	7570	1281	20	204
804	3925	1284	12	125
805	7900	1292	22	340
806	4515	1296	14	209
807	3035	1299	10	101
808	-825	1296	3	166
809	3525	1299	11	104
810	-855	1296	5	374
811	4560	1300	15	301
812	2560	1302	9	95
813	4140	1305	13	183
814	3370	1308	11	135
815	1955	1308	9	216
816	6730	1315	19	271
817	2540	1317	9	99
818	465	1316	4	9
819	3605	1318	11	88
820	3395	1321	11	130
821	4100	1324	14	292
822	1130	1324	6	78
823	190	1323	4	64
824	2330	1324	8	40
825	-1180	1321	4	338
826	3465	1323	12	217
827	1760	1324	9	255
828	1555	1324	8	195
829	3255	1327	10	57
830	1980	1327	8	110
831	4100	1331	14	292
832	-865	1328	3	174
833	4700	1332	14	172
834	4645	1336	14	183
835	3060	1338	10	96
836	4755	1342	14	161
837	-1715	1339	5	546
838	1755	1339	8	155
839	3865	1342	12	137
840	410	1341	4	20
841	9625	1351	25	300
842	2325	1352	10	243
843	4615	1356	14	189
844	7515	1363	21	316
845	1240	1363	7	157
846	2535	1364	11	304
847	2120	1365	8	82
848	-70	1364	3	15
849	-1280	1360	4	358
850	2040	1361	9	199
851	960	1361	6	112
852	5800	1366	17	255
853	4195	1369	13	172
854	2995	1371	10	109
855	-2185	1367	3	438
856	3785	1370	12	153
857	2425	1371	11	324
858	6610	1377	19	295
859	3545	1380	12	201
860	4875	1384	14	137
861	2530	1385	9	101
862	2975	1387	10	113
863	870	1386	5	29
864	4425	1390	14	227
865	1485	1390	8	209
866	-10	1388	3	3
867	-6545	1379	3	1310
868	3380	1381	11	133
869	8630	1390	22	194
870	3615	1392	11	86
871	515	1391	5	100
872	2295	1392	10	251
873	4055	1395	12	99
874	7465	1402	22	427
875	2795	1404	11	250
876	3810	1407	12	148
877	4025	1410	13	206
878	1015	1409	6	101
879	285	1408	4	45
880	2150	1409	8	76
881	-5	1407	3	2
882	4125	1410	13	186
883	3505	1413	13	310
884	5	1411	5	202
885	8415	1419	22	237
886	385	1418	4	25
887	3740	1420	12	162
888	4550	1424	14	202
889	3330	1426	14	446
890	3450	1428	11	119
891	2115	1429	8	83
892	2815	1431	11	246
893	290	1429	5	145
894	8290	1437	21	161
895	1255	1437	9	356
896	4700	1440	14	172
897	1490	1441	13	713
898	1040	1440	6	96
899	1995	1441	8	107
900	4885	1445	14	135
901	1175	1444	6	69
902	1010	1444	6	102
903	255	1442	4	51
904	455	1441	4	11
905	1285	1441	7	148
906	1390	1441	8	228
907	4250	1444	14	262
908	2550	1445	9	97
909	2430	1446	9	121
910	405	1445	4	21
911	-105	1444	3	24
912	330	1442	5	137
913	270	1441	4	48
914	2665	1442	10	175
915	3330	1445	11	143
916	3205	1446	10	67
917	3635	1449	12	183
918	2585	1450	9	90
919	1770	1450	7	51
920	1115	1450	7	182
921	1045	1450	7	196
922	5485	1454	17	318
923	3715	1456	12	167
924	485	1455	4	5
925	4555	1459	14	201
926	5230	1463	16	268
927	890	1462	6	126
928	-55	1461	3	12
929	2055	1461	8	95
930	420	1460	5	119
931	4225	1463	14	267
932	635	1462	5	76
933	2370	1463	9	133
934	-730	1461	6	450
935	6550	1466	20	408
936	375	1465	4	27
937	4775	1469	15	258
938	2280	1469	8	50
939	1285	1469	9	350
940	4525	1472	14	207
941	2170	1473	8	72
942	2620	1474	9	83
943	445	1473	4	13
944	3850	1476	14	342
945	395	1475	4	23
946	710	1474	6	162
947	5840	1479	17	247
948	1670	1479	7	71
949	1270	1478	6	50
950	1770	1479	8	152
951	450	1478	4	12
952	250	1476	4	52
953	1360	1476	6	32
954	5600	1481	16	194
955	4545	1484	14	203
956	-1560	1481	3	313
957	430	1480	4	16
958	2015	1480	8	103
959	1425	1480	6	19
960	1265	1480	6	51
961	705	1479	5	62
962	375	1478	4	27
963	3870	1480	12	136
964	1765	1481	7	52
965	2475	1482	11	314
966	1765	1482	9	254
967	7755	1488	21	268
968	8345	1496	22	251
969	4630	1499	14	186
970	2120	1499	9	183
971	7820	1506	20	154
972	2895	1507	10	129
973	-1495	1504	5	502
974	5155	1508	14	81
975	3510	1510	11	107
976	960	1509	6	112
977	215	1508	6	261
978	2970	1510	10	114
979	270	1508	4	48
980	-95	1507	3	20
981	3170	1508	11	175
982	885	1508	6	127
983	475	1507	4	7
984	3905	1509	12	129
985	760	1508	5	51
986	-90	1507	3	19
987	6125	1511	17	190
988	4525	1515	13	106
989	320	1513	4	38
990	335	1512	4	35
991	3480	1514	12	214
992	2485	1515	10	211
993	2095	1516	8	87
994	1110	1515	6	82
995	1965	1516	8	113
996	3025	1517	10	105
997	1170	1517	6	70
998	2645	1518	12	381
999	3950	1520	12	120
