Iterations	Score	Mean Score	Max Snake Lengths	Nb Turns
228	135	10	4	17
229	-6	10	3	7
230	0	9	3	1
231	0	9	3	1
232	0	9	3	1
233	-1	9	3	2
234	-1	9	3	2
235	-11	9	3	12
236	-10	9	3	11
237	-16	9	3	17
238	0	9	3	1
239	-4	9	3	5
240	-15	9	3	16
241	0	9	3	1
242	-10	9	3	11
243	-13	9	3	14
244	-8	9	3	9
245	-8	8	3	9
246	-2	8	3	3
247	-3	8	3	4
248	-9	8	3	10
249	0	8	3	1
250	-5	8	3	6
251	-11	8	3	12
252	-2	8	3	3
253	-20	8	3	21
254	-13	8	3	14
255	141	8	4	11
256	0	8	3	1
257	-2	8	3	3
258	0	8	3	1
259	-7	8	3	8
260	-8	8	3	9
261	43	8	2	91
262	-9	8	3	10
263	0	8	3	1
264	-5	8	3	6
265	-13	8	3	14
266	-2	8	3	3
267	-7	8	3	8
268	-4	8	3	5
269	-7	8	3	8
270	-14	8	3	15
271	-1	8	3	2
272	-11	8	3	12
273	-10	8	3	11
274	-8	8	3	9
275	-16	7	3	17
276	-4	7	3	5
277	-6	7	3	7
278	0	7	3	1
279	-3	7	3	4
280	286	8	5	17
281	-4	8	3	5
282	142	9	4	10
283	0	9	3	1
284	-4	9	3	5
285	-10	9	3	11
286	0	9	3	1
287	-8	8	3	9
288	-11	8	3	12
289	-8	8	3	9
290	-13	8	3	14
291	137	9	4	15
292	-11	9	3	12
293	0	9	3	1
294	-11	9	3	12
295	-8	8	3	9
296	140	9	4	12
297	-14	9	3	15
298	-10	9	3	11
299	0	9	3	1
